date,symbol,name,address,price_usd,volume_24h_usd,liquidity_usd,fdv_usd,source,data_status,missing_streak,score
2025-09-29,YAO,YAO MING,VnqKnEybGaw6G5ZAdjvPDri5RzDLPXznqxBunG13GJE,0.0001323,4997.6,57284.32,132294.0,dexscreener,ok,0,4.122526368286783
2025-09-29,pibble,pibble,GS3pHMUtYSu5PPuDFey74frkiRQhPdvx8jEeN6Qzbonk,1.418e-05,6393.32,13062.46,14183.0,dexscreener,ok,0,3.9298999078194536
2025-09-29,IDIOT,IDIOT,GcPf1ZsZHvnjauhXoFvGMmc2gM73aJ63AYxYC6JAQVoG,3.519e-05,3151.18,25223.96,35195.0,dexscreener,ok,0,3.859898800008242
2025-09-29,SOL,Solana,9n4nbM75f5Ui33ZbPYXn59EwSgE8CGsHtAeTH5YFeJ9E,1509.043,3146.31,20661.17,24371025.0,dexscreener,ok,0,3.82483408515447
2025-09-29,$CrepSol,Crepe on Solana,HW2B2wvyEir3iqvYbYqbHWyR7rA6DqCR3WQSy4USpump,3.236e-05,2868.72,21843.2,32361.0,dexscreener,ok,0,3.8104381723532907
2025-09-29,AUSBAGWORK,AUSSIE BAG WORKERS,9h5y3WCqfeNt2fiAP7iM2ZRp9apFb58ipvTzcWi9pump,2.636e-05,2390.09,23880.75,26365.0,dexscreener,ok,0,3.7783840129839925
2025-09-29,1dog,1 dog can change your life,8erRtd8mLgNcNoWy2bhMdTgZyXaRR6u7t2hyXRc1pump,1.19e-05,3100.19,14163.28,11864.0,dexscreener,ok,0,3.7553948262604084
2025-09-29,DETECTIVE,Just can't prove it,14GMPMf3cRANLfJ9QYU19F5XogVGPjCB7f3NLACrpump,2.606e-05,1929.31,20689.52,25799.0,dexscreener,ok,0,3.69768479857638
2025-09-29,FARTWORM,FARTWORM,9zFU5vR7YNBzZU8HwJLUKjoDEonpgvHUdLbMgBa7pump,1.91e-05,2137.09,17549.37,18999.0,dexscreener,ok,0,3.6957301000855205
2025-09-29,SUPRACOIN,GIVING CAR AWAY AT 10MIL MC!,LGiKAMtb4BuPdhpThjEbNWbDddqdM5FnxMMHqtzpump,1.184e-05,2240.92,14911.27,11848.0,dexscreener,ok,0,3.679789570129561
2025-09-29,RWA,Real World Asses,7N8qk43L1PCcaqudkEasGpKqcunX1ChXYo2VB1g8bonk,1.237e-07,1759.02,10224.99,8541.0,dexscreener,ok,0,3.551192707247992
2025-09-29,grandma,101 Year Old Pumpfun Livestreamr,4CBToKTRKfBsv8RMfzMr6VfKQ8PLRYeG6RFGZmq4pump,1.384e-05,1255.5,16702.05,13605.0,dexscreener,ok,0,3.548615808221596
2025-09-29,1,1 pill can change your life,qG9NJP4pgFxWWfpFWV7GcYkTKyafDGsnUGCDZLRpump,4.3e-06,1990.57,7967.92,4299.0,dexscreener,ok,0,3.540077132182251
2025-09-29,1,1 pill can change your life,8wbfBYthc9fC4GsHgCtznZP1PAoXaZ8tnUGBtGMgpump,8.356e-06,1292.32,12263.0,8353.0,dexscreener,ok,0,3.5024764528917873
2025-09-29,1Bull,One bull run to change your life,EVGox5PPxnFqTsMXMoUBSCUhszqK6UUYf9W7pkwfpump,3.02e-05,547.76,21844.25,30205.0,dexscreener,ok,0,3.3793722761365457
2025-09-29,MOCHI,MOCHI CULT,4ky1REfghVawQ6EPZGdx7zss5KNKStwE8swjii3uU5sD,1.836e-05,339.59,24951.49,18361.0,dexscreener,ok,0,3.278184691629087
2025-09-29,MOON,Moon Moon,99YFbXS6iA7s1qkRDTMBXEywtLNmrRtHtGKvNxpKWcdT,9.134e-06,361.38,12335.54,9135.0,dexscreener,ok,0,3.171975880888458
2025-09-29,APOLLO,Apollo AI,6k1rwsNMBwbRJrWck3sEVCjn4MvF9ty8A6iSGfxjxREV,6.52e-06,595.93,5207.53,6521.0,dexscreener,ok,0,3.1522401114842014
2025-09-29,PILL,PumpFun Pill,8z55m3BmsPkmDfi5b5dAomBvYi1cDmW92hrEJTLdpump,7.616e-06,168.02,10751.76,7612.0,dexscreener,ok,0,2.9493708394310563
2025-09-29,HOODIE,Hoodie,JFjfTn5VJkHpacwz7rbnGXDxRUCySZhZ2EdTkrAmoon,0.0002907,30.02,64658.54,290699.0,dexscreener,ok,0,2.819238120340458
2025-09-29,Pochita,Pochita,CmLrhRd762bfytq6f3ZV5iuivN1Q8oyPw4evyW4Mbonk,6.061e-06,99.41,9749.82,6062.0,dexscreener,ok,0,2.7966826360233403
2025-09-29,7,7 Coin,CAamcXXVWM8b8DcpcT2rpEwwfNfBD2MXjHjCwRDBpump,9.095e-06,48.16,11995.44,9093.0,dexscreener,ok,0,2.6465880790231204
2025-09-29,obvious,in hindsight,EzcwA7anSrdoH1TMKjbBTd91GD7KwMco9kFZh1AApump,5.75e-06,30.32,9204.78,5747.0,dexscreener,ok,0,2.4831172887914335
2025-09-29,BITX,Mega Bitminer X,BiTXcnGHmSvX6pwhZPmhsctjG3NjzMbTXtM2b7h5nDZC,1.429e-06,33.27,2812.02,1429.0,dexscreener,ok,0,2.300617590626562
2025-09-29,1SOL,1 SOL and a dream,8D7n3WYZxUkmhUPveQU4XZdqLfDe4XLEEpPToAk4pump,5.984e-06,24.38,0.0,5984.88,dexscreener,ok,0,0.8426949706552115
