address,symbol,name,price_usd,volume_24h_usd,liquidity_usd,fdv_usd,source,data_status,date,missing_streak
DiiTPZdpd9t3XorHiuZUu4E1FoSaQ7uGN4q9YkQupump,nan,nan,0.001793,1302307.25,220653.01,1393574.0,dexscreener,ok,2025-09-27,0
4CBToKTRKfBsv8RMfzMr6VfKQ8PLRYeG6RFGZmq4pump,nan,nan,1.349e-05,1228.65,16268.16,13253.0,dexscreener,ok,2025-09-27,0
7gdDoYLX33ZMh66Ut2teMgxqTeVYD5wYa29AHeHhQt9a,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
FyrBf5xKg5EwKZ9pHvSpJeLLuCWBicTpm3VvZcsibonk,nan,nan,0.0007527,93663.34,178403.94,752703.0,dexscreener,ok,2025-09-27,0
2Jz5Wf6PGs4x1dJH4FvfMcgEERTmPadLBDsFmtyCpump,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
VnqKnEybGaw6G5ZAdjvPDri5RzDLPXznqxBunG13GJE,nan,nan,0.0001293,8314.89,55861.6,129242.0,dexscreener,ok,2025-09-27,0
5YsAgujq8omt58Acn94WNLqFuywBDy4JgW635xJspump,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
mDJpLmXubnSYmesFYSeYck9AxmA76rpn6nnAs9ppump,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
Hcz9pkmcmxW4DWkz9CxDFz5Q2Kswkq1jTkjB9hVgJ4Kp,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
8AgJibpuXYU79bMSzhBv9BCUioxYkoeRVDYz3Tjopump,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
DKffyw1oEVWR3ik7q7tb2shhmZ3jbTkRzT6R5banCxai,nan,nan,1.16,139.13,2638336.47,24550708.0,dexscreener,ok,2025-09-27,0
6EPZ1REL6fdby6GwbCJsFoU5EvHMaQJ9zjvwVYVpump,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
4Wt3BgMs8m1qiCcMXwSf2SC5gnJW6Adi7uq7cZTCpump,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
YzHXweqcZUNDko66bJpfqXyx7aPfiQnHGNiLCM8pump,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
3hiutVNCbwCY1vmoPKdXtMtuzg4epn1WzuU1jgpHpump,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
9zFU5vR7YNBzZU8HwJLUKjoDEonpgvHUdLbMgBa7pump,nan,nan,1.893e-05,2336.62,17244.39,18837.0,dexscreener,ok,2025-09-27,0
6rhFUUZsUbjD4tSHrLetmCuvuM3L2ASTLEAgemZtpump,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
7gxdgFPkUQWL2FXJ4ThUPmRkzavB5PqBQHwAFKVYbonk,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
HnhYV3WnVV5CMyJXLYWtPAmeYtCZHsdn8YCwyCCjpump,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
TarDAwtsqWLJ213YunSa1Samp3QPuvvU9FXsLSEpump,nan,nan,0.0,0.0,0.0,0.0,none,missing,2025-09-27,0
EzcwA7anSrdoH1TMKjbBTd91GD7KwMco9kFZh1AApump,nan,nan,5.677e-06,219.97,9022.21,5675.0,dexscreener,ok,2025-09-27,0
GcPf1ZsZHvnjauhXoFvGMmc2gM73aJ63AYxYC6JAQVoG,nan,nan,3.639e-05,6711.65,25290.56,36397.0,dexscreener,ok,2025-09-27,0
7oBcd1aAkUjUTcfZsR3rQvnG5oMPDzjX9uDnRVn6pump,nan,nan,6.142e-06,1.31,0.0,6142.25,dexscreener,ok,2025-09-27,0
4w4Kj3PmKjJWpsBVCNPeziC2ySdJ6A7cPfqnhyXxpump,nan,nan,3.886e-06,6.25,7466.77,3884.0,dexscreener,ok,2025-09-27,0
HW2B2wvyEir3iqvYbYqbHWyR7rA6DqCR3WQSy4USpump,nan,nan,3.048e-05,2157.62,20919.23,30483.0,dexscreener,ok,2025-09-27,0
iD9FqgeKmp58a4pTvh45MtKkHkudKNptFRdR8m6pump,nan,nan,4.93e-06,101.27,8456.75,4931.0,dexscreener,ok,2025-09-27,0
4Xs7RvaV3nbWBvb6yWjxvwPKkBxefXe1bPJcvnVspump,nan,nan,5.51e-06,12.9,9027.7,5507.0,dexscreener,ok,2025-09-27,0
HovYQgKum9HALgJmxGdESHNjsn3xezzio5HQVgiPHo1t,nan,nan,5.551e-06,237.84,8933.97,5548.0,dexscreener,ok,2025-09-27,0
94bmDAx9PQUZoLCG97h7kCtm1T9uzZCThuUW1cUqAXZy,nan,nan,4.7e-06,0.81,8700.27,4699.0,dexscreener,ok,2025-09-27,0
4Y6HDaV4374KstQX8qD1L35WiQDwHZaHLez8xs6GrKcf,nan,nan,5.496e-06,0.15,10512.12,5494.0,dexscreener,ok,2025-09-27,0
