date,symbol,name,address,price_usd,volume_24h_usd,liquidity_usd,fdv_usd,source,data_status,missing_streak
2025-09-29,SOL,Solana,9n4nbM75f5Ui33ZbPYXn59EwSgE8CGsHtAeTH5YFeJ9E,1534.13,3052.89,20927.71,24776305.0,dexscreener,ok,0.0
2025-09-29,nan,nan,LGiKAMtb4BuPdhpThjEbNWbDddqdM5FnxMMHqtzpump,1.151e-05,2858.96,14760.12,11513.0,dexscreener,ok,0.0
2025-09-29,nan,nan,9h5y3WCqfeNt2fiAP7iM2ZRp9apFb58ipvTzcWi9pump,2.743e-05,2720.45,24490.89,27434.0,dexscreener,ok,0.0
2025-09-29,nan,nan,HW2B2wvyEir3iqvYbYqbHWyR7rA6DqCR3WQSy4USpump,3.348e-05,2551.2,22322.38,33481.0,dexscreener,ok,0.0
2025-09-29,nan,nan,GS3pHMUtYSu5PPuDFey74frkiRQhPdvx8jEeN6Qzbonk,1.189e-05,2302.48,11951.64,11894.0,dexscreener,ok,0.0
2025-09-29,nan,nan,14GMPMf3cRANLfJ9QYU19F5XogVGPjCB7f3NLACrpump,2.641e-05,2104.89,20890.58,26143.0,dexscreener,ok,0.0
2025-09-29,nan,nan,qG9NJP4pgFxWWfpFWV7GcYkTKyafDGsnUGCDZLRpump,4.896e-06,1801.61,8547.31,4895.0,dexscreener,ok,0.0
2025-09-29,nan,nan,9zFU5vR7YNBzZU8HwJLUKjoDEonpgvHUdLbMgBa7pump,1.862e-05,1790.89,17391.74,18528.0,dexscreener,ok,0.0
2025-09-29,nan,nan,7N8qk43L1PCcaqudkEasGpKqcunX1ChXYo2VB1g8bonk,1.229e-07,1575.01,10193.12,8487.0,dexscreener,ok,0.0
2025-09-29,nan,nan,8wbfBYthc9fC4GsHgCtznZP1PAoXaZ8tnUGBtGMgpump,8.356e-06,1298.42,12263.0,8353.0,dexscreener,ok,0.0
2025-09-29,nan,nan,DKffyw1oEVWR3ik7q7tb2shhmZ3jbTkRzT6R5banCxai,1.21,1035.12,2731801.19,25451264.0,dexscreener,ok,0.0
2025-09-29,nan,nan,4CBToKTRKfBsv8RMfzMr6VfKQ8PLRYeG6RFGZmq4pump,1.378e-05,1029.84,16734.48,13541.0,dexscreener,ok,0.0
2025-09-29,nan,nan,EVGox5PPxnFqTsMXMoUBSCUhszqK6UUYf9W7pkwfpump,3.081e-05,556.33,22064.03,30818.0,dexscreener,ok,0.0
2025-09-29,nan,nan,4ky1REfghVawQ6EPZGdx7zss5KNKStwE8swjii3uU5sD,1.845e-05,513.33,25059.06,18447.0,dexscreener,ok,0.0
2025-09-29,nan,nan,99YFbXS6iA7s1qkRDTMBXEywtLNmrRtHtGKvNxpKWcdT,9.305e-06,417.55,12510.17,9305.0,dexscreener,ok,0.0
2025-09-29,nan,nan,6k1rwsNMBwbRJrWck3sEVCjn4MvF9ty8A6iSGfxjxREV,5.189e-06,234.89,4669.96,5190.0,dexscreener,ok,0.0
2025-09-29,nan,nan,8z55m3BmsPkmDfi5b5dAomBvYi1cDmW92hrEJTLdpump,7.67e-06,165.21,10821.66,7666.0,dexscreener,ok,0.0
2025-09-29,nan,nan,CmLrhRd762bfytq6f3ZV5iuivN1Q8oyPw4evyW4Mbonk,6.143e-06,94.36,9871.13,6143.0,dexscreener,ok,0.0
2025-09-29,nan,nan,CAamcXXVWM8b8DcpcT2rpEwwfNfBD2MXjHjCwRDBpump,9.095e-06,48.16,11995.44,9093.0,dexscreener,ok,0.0
2025-09-29,nan,nan,4bLnK5YuJaqkVX4uWtJ1Qtx3XoZ8eHH37STXSwujpump,9.005e-06,48.09,13248.38,8916.0,dexscreener,ok,0.0
2025-09-29,nan,nan,EzcwA7anSrdoH1TMKjbBTd91GD7KwMco9kFZh1AApump,5.782e-06,29.95,9246.78,5780.0,dexscreener,ok,0.0
2025-09-29,nan,nan,9NcUwy9JVekfsY4UA62ZaTprn4TDnJZwp5B6vMAAtkzt,0.01293,25.78,7645.7,12932.0,dexscreener,ok,0.0
2025-09-29,nan,nan,8D7n3WYZxUkmhUPveQU4XZdqLfDe4XLEEpPToAk4pump,5.984e-06,24.38,0.0,5984.88,dexscreener,ok,0.0
